1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
5000 Adults,All,Gender,Age,<50 / 50+,Race,Class,White X Class,Paycheck,Party Affiliation,Ideology,2016 Vote,Education,Income,Marital Status,Child < 18,Single Parent,Religion,Attend Religious Service,Evangelical,Abortion,Union HH,Military HH,LGBTQ HH,Urbanicity,Suburban,Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Credibility Interval: ± ,Male,Female,18-34,35-49,50-64,65+,18-49,50+,White,Black,Hispanic,Asian,Multirac,Other,Poor,Working,MC,Upper-MC,Working,Middle,Falling,Getting ,Ends Mee,Rainy Da,Prosperi,Republic,Democrat,Independ,Very Con,Conserva,Moderate,Liberal,Very Lib,Trump,Clinton,High Sch,Some Col,4-year C,< $40K,$40K - $,> $80K,Single,Married,No Longe,Yes,No,Yes,No,Protesta,Catholic,Other,No Organ,Regularl,Occasion,Almost N,Yes,No,Strongly,Strongly,In The M,Yes,No,Yes,No,Yes,No,Urban,Suburban,Rural,Male,Female,Northeas,Midwest,South,West
Republican,1572,858,714,379,400,489,304,779,793,1298,34,162,47,15,16,107,488,747,219,407,617,110,371,439,454,184,1572,0,0,446,698,345,39,14,1259,52,392,643,537,490,631,451,389,916,267,550,1015,129,1443,624,353,308,287,491,487,576,637,852,823,260,448,174,1376,350,1216,70,1492,322,776,474,426,350,256,363,615,338
Democrat,1851,761,1090,573,477,437,365,1049,802,958,411,329,97,43,13,167,691,764,216,317,429,192,607,514,411,110,0,1851,0,67,157,664,632,276,81,1312,425,702,725,754,668,429,735,787,329,606,1233,256,1595,418,435,395,603,310,544,956,373,1406,282,968,529,202,1615,242,1604,256,1576,655,888,308,342,546,357,393,674,427
Other Party,100,56,44,57,25,13,5,82,18,52,13,24,6,4,1,10,35,38,14,20,21,10,28,28,24,6,0,0,0,2,18,53,14,9,23,17,27,42,30,35,39,26,43,45,12,35,61,12,88,16,27,25,32,23,31,40,27,63,27,28,37,13,84,22,77,15,82,29,48,23,30,18,16,21,42,21
Independent,1220,649,571,399,314,289,220,712,508,827,97,178,70,32,17,121,447,490,137,307,330,150,339,302,314,96,0,0,1220,47,190,710,150,41,309,278,312,495,413,461,469,290,434,563,223,392,819,162,1058,268,232,242,479,190,330,665,223,923,292,376,477,119,1072,237,971,126,1067,298,608,315,320,288,217,240,455,309
