,All,Gender,Gender,Age,Age,Age,Age,<50/50+,<50/50+,Race,Race,Race,Race,Race,Race,Class,Class,Class,Class,White X Class,White X Class,Paycheck,Paycheck,Paycheck,Paycheck,Paycheck,Party Affiliation,Party Affiliation,Party Affiliation,Ideology,Ideology,Ideology,Ideology,Ideology,2016 Vote,2016 Vote,Education,Education,Education,Income,Income,Income,Marital Status,Marital Status,Marital Status,Child < 18,Child < 18,Single Parent,Single Parent,Religion,Religion,Religion,Religion,Attend Religious Service,Attend Religious Service,Attend Religious Service,Evangelical,Evangelical,Aborition,Abortion,Abortion,Union HH,Union HH,Military HH,Military HH,LGBTQ HH,LGBTQ HH,Urbanicity,Urbanicity,Urbanicity,Suburban,Suburban,Region,Region,Region,Region
Credibility Interval: ± ,All,Male,Female,18-34,35-49,50-64,65+,18-49,50+,White,Black,Hispanic,Asian,Multirac,Other,Poor,Working,MC,Upper-MC,Working,Middle,Falling,Getting ,Ends Mee,Rainy Da,Prosperi,Republic,Democrat,Independ,Very Con,Conserva,Moderate,Liberal,Very Lib,Trump,Clinton,High Sch,Some Col,4-year C,< $40K,$40K - $,> $80K,Single,Married,No Longe,Yes,No,Yes,No,Protesta,Catholic,Other,No Relig,Regularl,Occasion,Almost N,Yes,No,Strongly,Strongly,In The M,Yes,No,Yes,No,Yes,No,Urban,Suburban,Rural,Male,Female,Northeas,Midwest,South,West
Mike Pence ,38,43,32,30,35,42,45,33,43,45,8,29,**,**,**,24,37,39,45,45,47,28,30,38,45,55,81,7,34,84,71,30,6,2,80,5,40,38,37,32,39,44,26,45,40,37,38,23,39,49,42,37,23,53,41,29,55,31,66,16,37,37,38,47,36,21,40,28,39,47,45,34,36,37,42,34
Bernie Sanders,52,48,56,61,54,48,44,57,46,45,82,62,**,**,**,60,54,51,47,46,43,59,59,53,45,38,11,87,48,11,20,55,87,94,10,88,48,52,54,57,51,47,65,44,48,52,52,69,50,41,49,52,65,38,50,60,36,58,25,76,50,53,52,42,54,71,50,63,51,41,47,55,53,53,48,56
Undecided,10,9,12,10,10,10,11,10,11,10,10,9,**,**,**,16,10,10,8,9,11,12,11,9,10,7,9,6,18,5,8,15,7,4,10,7,11,10,10,11,10,9,9,11,12,11,10,8,10,10,9,11,11,9,9,12,9,10,9,8,13,10,10,12,10,8,11,9,10,12,8,11,11,10,10,11
Total,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Composition of Registered Voters,100,50,50,26,26,28,20,52,48,67,12,14,4,2,1,9,34,45,11,22,30,10,27,28,26,9,32,41,23,11,23,37,18,8,38,41,22,37,40,37,37,27,34,49,17,33,67,8,92,28,24,19,29,24,28,47,27,69,29,35,33,12,87,19,81,11,88,28,49,23,25,24,18,22,37,23
